"Fecha Retiro","Iniciativa","Cod. Serial","Vintage Inicial","Vintage Final","Año absorción","Cod. Seriales Entregados","Destinación","Usuario Final","Nit Usuario Final","Sujeto Pasivo","Nit Sujeto Pasivo","TCO2e Entregadas"
"19/12/2024","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-16789-16958","Impuesto al Carbono","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","170"
"18/12/2024","Proyecto Forestal Caquetá Renace","COLCX-14-0038-2014","9/15/2012","9/10/2022","2014","COLCX-14-0038-2014-0001-1600","Compensacion voluntaria","FLORES IPANEMA S.A.S","830098375-9","FLORES IPANEMA S.A.S","830098375-9","1600"
"18/12/2024","Proyecto Forestal Caquetá Renace","COLCX-14-0038-2012","9/15/2012","9/10/2022","2012","COLCX-14-0038-2012-0969-1130","Compensacion voluntaria","SERVISION DE COLOMBIA Y CIA LTDA","860450780-7","SERVISION DE COLOMBIA Y CIA LTDA","860450780-7","162"
"18/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-77510-90484","Impuesto al Carbono","DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS","901160786-4","DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS","901160786-4","12975"
"17/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-75590-77509","Impuesto al Carbono","INGENIO DEL CAUCA  S.A.S","891300237-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","1920"
"17/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-74453-75589","Impuesto al Carbono","INGENIO PROVIDENCIA  S.A","891300238-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","1137"
"17/12/2024","Proyecto Forestal Caquetá Renace","COLCX-14-0038-2012","9/15/2012","9/10/2022","2012","COLCX-14-0038-2012-909-968","Compensacion voluntaria"," SOLUTIONS GROUP S A S","830084038-0"," SOLUTIONS GROUP S A S","830084038-0","60"
"17/12/2024","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-175595-175694","Compensacion voluntaria","TRANSPORTES MORICHAL S.A","892002960-1","TRANSPORTES MORICHAL S.A","892002960-1","100"
"17/12/2024","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-175590-175594","Compensacion voluntaria","SIIGO S.A.S.","830048145-8","SIIGO S.A.S.","830048145-8","5"
"17/12/2024","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-175524-175589","Compensacion voluntaria","CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES","804008668-2","CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES","804008668-2","66"
"17/12/2024","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-175499-175523","Compensacion voluntaria","CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES","804008668-2","CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES","804008668-2","25"
"17/12/2024","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-175458-175498","Compensacion voluntaria","CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES","804008668-2","CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES","804008668-2","41"
"17/12/2024","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-175440-175457","Compensacion voluntaria","CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES","804008668-2","CORPORACION PARA LA INVESTIGACION Y DESARROLLO EN CIENCIA DE MATERIALES","804008668-2","18"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-158463-160630","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","2168"
"16/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-61478-74452","Impuesto al Carbono","REFINERIA DE CARTAGENA S.A.S","900112515-7","DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS","901160786-4","12975"
"16/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-11478-61477","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","50000"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2023","6/1/2008","1/19/2023","2023","COLCX-14-0010-2023-4273-7347","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","3075"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2022","6/1/2008","1/19/2023","2022","COLCX-14-0010-2022-080206-139261","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","59056"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2021","6/1/2008","1/19/2023","2021","COLCX-14-0010-2021-102618-149226","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","46609"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-149699-158462","Impuesto al Carbono","MASSER S A S","900491889-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","8764"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-149620-149698","Impuesto al Carbono","SELECTA COMBUSTIBLE  SAS - EDS LA NUBIA","901782098-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","79"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-148317-149619","Impuesto al Carbono"," CODICOM  COMBUSTIBLES SAS -  EDS TERPEL TERMINAL  TRANSPORTES DE  MANIZALES","900726147-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","1303"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-147656-148316","Impuesto al Carbono"," GUZMAN ESPINOSA  SERVICES S.A.S. - EDS  Terpel Ternera","901311059-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","661"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-147163-147655","Impuesto al Carbono","M & R Surtifull SAS","900988614-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","493"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-146088-147162","Impuesto al Carbono"," INVERSIONES KUMBALÁ  SAS - EDS TERPEL  ENGATIVA","901618308-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","1075"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-145716-146087","Impuesto al Carbono"," D & H GROUP SAS - EDS  TERPEL VOLCANES","901109484-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","372"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-144782-145715","Impuesto al Carbono"," DISCOMBER SAS - EDS  TERPEL COLON","900726034-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","934"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-142777-144781","Impuesto al Carbono"," EMPRESA SUDEFA SAS -  EDS TERPEL BETANIA","901030293-8","ORGANIZACIÓN TERPEL SA","830095213-0 ","2005"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-142019-142776","Impuesto al Carbono"," INVERSIONES SOLCART  S.A.S. - EDS DOIL GAS","901618670-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","758"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-139424-142018","Impuesto al Carbono"," TERCOCHES SAS - EDS  TERPEL COMPOSTELA","900959034-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","2595"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-138221-139423","Impuesto al Carbono"," SARANTO SAS - EDS  TERPEL AMERICAS  YUMBO","901186632-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","1203"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-136855-138220","Impuesto al Carbono"," DISHICOL SAS - EDS  TERPEL MERCASA","901496836-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","1366"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-134626-136854","Impuesto al Carbono"," PLAN VE S.A.S - EDS  TERPEL AVENIDA  BOYACA","900912699-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","2229"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-133910-134625","Impuesto al Carbono"," RAAS DISTRIBUCIONES  SAS - EDS TERPEL LAS  VEGAS BUCARAMANGA","900962376-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","716"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-132815-133909","Impuesto al Carbono"," MI ISLA SAS - EDS  TERPEL EL RECREO","901116711-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","1095"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-130191-132814","Impuesto al Carbono"," SALDESCO SAS - EDS EL  TESORO","901248022-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","2624"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-129115-130190","Impuesto al Carbono"," DISTRIFULL SERVICE  SAS - EDS TERPEL EL  CARMEN-GIRÓN","900747700-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","1076"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-127662-129114","Impuesto al Carbono"," ROCA DERIVADOS DEL  PETROLEO SAS - EDS  AVENIDA BOYACA SUR","900793099-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","1453"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-125656-127661","Impuesto al Carbono"," RINCARD SAS - EDS  TERPEL LA PALOMA","900704090-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","2006"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-124055-125655","Impuesto al Carbono"," JUMAVAMA SAS - EDS  TERPEL LA GAROTA","901107860-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","1601"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-122307-124054","Impuesto al Carbono"," INVERSIONES SERTB  SAS - EDS TERPEL  SALENTO","900860366-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","1748"
"16/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-121715-122306","Impuesto al Carbono","COMBUSTIBLES,  LUBRICANTES Y  SERVICIOS  COLUBSERVICES SAS -  EDS TERPEL BASCULA  GIRON","901185133-3","ORGANIZACIÓN TERPEL SA","830095213-0 ","592"
"13/12/2024","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2020","5/12/2008","6/17/2022","2020","COLCX-14-0011-2020-93249-93348","Compensacion voluntaria","ECO PLANET LTDA.","802009374-1","ECO PLANET LTDA.","802009374-1","100"
"12/12/2024","Proyecto Forestal Caquetá Renace","COLCX-14-0038-2020","9/15/2012","9/10/2022","2020","COLCX-14-0038-2020-01-94","Compensacion voluntaria","BLINDEX S.A","800199889-7","BLINDEX S.A","800199889-7","94"
"12/12/2024","Proyecto Forestal Caquetá Renace","COLCX-14-0038-2018","9/15/2012","9/10/2022","2018","COLCX-14-0038-2018-269-273","Compensacion voluntaria","TRANSPORTES CALDERON S A","890211325-3","TRANSPORTES CALDERON S A","890211325-3","5"
"12/12/2024","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-175433-175439","Compensacion voluntaria","GLOBAL TECH SERVICIOS & SOLUCIONES S.A.S","900391026-2","GLOBAL TECH SERVICIOS & SOLUCIONES S.A.S","900391026-2","7"
"11/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-06620-11477","Impuesto al Carbono","Empresa Aérea de Servicios y Facilitación Logística Integral S.A.","900088915-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","4858"
"10/12/2024","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2020","5/12/2008","6/17/2022","2020","COLCX-14-0011-2020-93071-93248","Impuesto al Carbono","TAGA LOGISTICS SAS","901196694-0","CHEVRON PETROLEUM COMPANY","860005223-9","178"
"09/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2019","1/1/2019","12/31/2023","2019","COLCX-14-0032-2019-315413-315462","Compensacion voluntaria","O3 Smart Cities SAS BIC","901033019-1","O3 Smart Cities SAS BIC","901033019-1","50"
"09/12/2024","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-16181-16788","Impuesto al Carbono","TRACTOCARGA SAS","800105213-6","PRIMAX COLOMBIA SA","860002554-8","608"
"06/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-121655-121714","Impuesto al Carbono","SERVICIO AEREO DE CAPURGANA - SEARCA S.A","800180943-3","CHEVRON PETROLEUM COMPANY","860005223-9","60"
"06/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-121625-121654","Impuesto al Carbono","SERVICIO AEREO DE CAPURGANA - SEARCA S.A","800180943-3","CHEVRON PETROLEUM COMPANY","860005223-9","30"
"06/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-121118-121624","Impuesto al Carbono","PAVIMENTOS COLOMBIA","860024586-8","PETROBRAS COLOMBIA COMBUSTIBLES SA","900047822-5","507"
"06/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-121025-121117","Impuesto al Carbono","COMERCIAL NUTRESA S.A.S.","900341086-0","PRIMAX COLOMBIA SA","860002554-8","93"
"04/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2019","1/1/2019","12/31/2023","2019","COLCX-14-0032-2019-315138-315412","Compensacion voluntaria","MBA Riesgos Y CIA LTDA","901017094-5","MBA Riesgos Y CIA LTDA","901017094-5","275"
"04/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2019","1/1/2019","12/31/2023","2019","COLCX-14-0032-2019-315042-315137","Compensacion voluntaria","Andinautos del café SAS","901568595-7","Andinautos del café SAS","901568595-7","96"
"04/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2019","1/1/2019","12/31/2023","2019","COLCX-14-0032-2019-315008-315041","Compensacion voluntaria","Dacara Colombia SAS","900492346-8","Dacara Colombia SAS","900492346-8","34"
"04/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2019","1/1/2019","12/31/2023","2019","COLCX-14-0032-2019-314929-315007","Compensacion voluntaria","Berhlan de Colombia SAS","900742771-9","Berhlan de Colombia SAS","900742771-9","79"
"04/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2019","1/1/2019","12/31/2023","2019","COLCX-14-0032-2019-314853-314928","Compensacion voluntaria","Operlog Colombia SAS","900702986-4","Operlog Colombia SAS","900702986-4","76"
"04/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2019","1/1/2019","12/31/2023","2019","COLCX-14-0032-2019-314809-314852","Compensacion voluntaria","Ferreinox SAS","800224617-8","Ferreinox SAS","800224617-8","44"
"04/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2019","1/1/2019","12/31/2023","2019","COLCX-14-0032-2019-314487-314808","Compensacion voluntaria","Suzuki Motor de Colombia S.A","891410137-2","Suzuki Motor de Colombia S.A","891410137-2","322"
"04/12/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2019","1/1/2019","12/31/2023","2019","COLCX-14-0032-2019-314391-314486","Compensacion voluntaria","Empresa de Energía de Pereira SA ESP","816002019-9","Empresa de Energía de Pereira SA ESP","816002019-9","96"
"04/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-120802-121024","Impuesto al Carbono","COLTUGS SAS","900485260-4","PRIMAX COLOMBIA SA","860002554-8","223"
"04/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-119930-120801","Impuesto al Carbono","COLTUGS SAS","900485260-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","872"
"04/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-119637-119929","Impuesto al Carbono","INVERSIONES GLP SAS ESP","900335279-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","293"
"04/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-119634-119636","Impuesto al Carbono","EQUIRENT BLINDADOS","900248356-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","3"
"04/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-119417-119633","Impuesto al Carbono","EQUIRENT VEHICULOS Y MAQUINARIA","901253015-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","217"
"04/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-119137-119416","Impuesto al Carbono","EQUIRENT SA","800204462-8","ORGANIZACIÓN TERPEL SA","830095213-0 ","280"
"04/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-119076-119136","Impuesto al Carbono","IMBOCAR SAS","	800185379-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","61"
"03/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-118919-119075","Impuesto al Carbono","BIMBO DE COLOMBIA S.A.","830002366-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","157"
"03/12/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2020","6/1/2008","1/19/2023","2020","COLCX-14-0010-2020-118893-118918","Impuesto al Carbono","NOVAVENTA S.A.S","811025289-1","PRIMAX COLOMBIA SA","860002554-8","26"
"29/11/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2019","1/1/2019","12/31/2023","2019","COLCX-14-0032-2019-313211-314390","Impuesto al Carbono","AMERISUR EXPLORACIÓN COLOMBIA LTDA","900089005-4","AMERISUR EXPLORACIÓN COLOMBIA LTDA","900089005-4","1180"
"29/11/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-6473-6619","Impuesto al Carbono","UNIÓN ANDINA DE  TRANSPORTES SAS","860062581-3","ORGANIZACIÓN TERPEL SA","830095213-0 ","147"
"29/11/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-4483-6472","Impuesto al Carbono","INGENIO DEL CAUCA  S.A.S","891300237-9","INGENIO DEL CAUCA  S.A.S","891300237-9","1990"
"29/11/2024","KÚVAY MACÄRÖ VIDI REDD+ CARURÚ","COLCX-14-0032-2020","1/1/2019","12/31/2023","2020","COLCX-14-0032-2020-3132-4482","Impuesto al Carbono","INGENIO PROVIDENCIA  S.A","891300238-6","INGENIO PROVIDENCIA  S.A","891300238-6","1351"
"28/11/2024","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-175299-175432","Compensacion voluntaria","FIDUCIARIA CORFICOLOMBIANA S.A.","800140887-8","FIDUCIARIA CORFICOLOMBIANA S.A.","800140887-8","134"
"28/11/2024","Proyecto Forestal Caquetá Renace","COLCX-14-0038-2012","9/15/2012","9/10/2022","2012","COLCX-14-0038-2012-747-908","Compensacion voluntaria","SERVISION DE COLOMBIA Y CIA LTDA","860450780-7","SERVISION DE COLOMBIA Y CIA LTDA","860450780-7","162"
"21/11/2024","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2023","8/29/2019","4/30/2024","2023","COLCX-01-0028-2023-16021-16180","Impuesto al Carbono","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","160"
"18/11/2024","Proyecto forestal núcleo Vichada - Meta Co2cero","COLCX-14-0010-2019","6/1/2008","1/19/2023","2019","COLCX-14-0010-2019-176529-181843","Impuesto al Carbono","PETROLEOS DEL MILENIO SAS","819001667-8","PETROLEOS DEL MILENIO SAS","819001667-8","5315"
"15/11/2024","Proyecto REDD+ Cuenca Alto Baudo","COLCX-14-0035-2019","10/1/2018","10/1/2022","2019","COLCX-14-0035-2019-422189-425000","Impuesto al Carbono"," SALDESCO SAS - EDS EL  TESORO","901248022-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","2812"
"15/11/2024","Proyecto REDD+ Cuenca Alto Baudo","COLCX-14-0035-2019","10/1/2018","10/1/2022","2019","COLCX-14-0035-2019-420190-422188","Impuesto al Carbono"," DISTRIFULL SERVICE  SAS - EDS TERPEL EL  CARMEN-GIRÓN","900747700-9","ORGANIZACIÓN TERPEL SA","830095213-0 ","1999"
"15/11/2024","Proyecto REDD+ Cuenca Alto Baudo","COLCX-14-0035-2019","10/1/2018","10/1/2022","2019","COLCX-14-0035-2019-418050-420189","Impuesto al Carbono"," ROCA DERIVADOS DEL  PETROLEO SAS - EDS  AVENIDA BOYACA SUR","900793099-5","ORGANIZACIÓN TERPEL SA","830095213-0 ","2140"
