Fecha de retiro;Proyecto;Año;Cod. Vintage;Cod. COLCERs retirados;Propósito del retiro;Usuario final;Sujeto pasivo;COLCERs retirados
2024-10-18 0:00:00;Proyecto Forestal CO2Cero Caribe;2021;COLCX-14-0006-2021;COLCX-14-0006-2021-13801-14741;Impuesto al Carbono;901.779.745-0 - 97 LR SAS - EDS EL  PUENTE;830.095.213-0 - ORGANIZACIÓN TERPEL SA;941
2024-10-18 0:00:00;Proyecto Forestal CO2Cero Caribe;2021;COLCX-14-0006-2021;COLCX-14-0006-2021-14742-15819;Impuesto al Carbono;901.782.098-4 - SELECTA COMBUSTIBLE  SAS - EDS LA NUBIA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1078
2024-10-18 0:00:00;Proyecto Forestal CO2Cero Caribe;2021;COLCX-14-0006-2021;COLCX-14-0006-2021-15820-17101;Impuesto al Carbono;901.777.866-4 - GRUPO ALMA NORTE  SAS - EDS POD SANTA  BERNARDITA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1282
2024-10-18 0:00:00;Proyecto Forestal CO2Cero Caribe;2021;COLCX-14-0006-2021;COLCX-14-0006-2021-17102-18093;Impuesto al Carbono;901.776.062-5 - RASALED COMPANY  SAS - EDS EL BARZAL;830.095.213-0 - ORGANIZACIÓN TERPEL SA;992
2024-10-18 0:00:00;Proyecto Forestal CO2Cero Caribe;2021;COLCX-14-0006-2021;COLCX-14-0006-2021-18094-19912;Impuesto al Carbono;901.778.440-5 - JASCAP SAS - EDS  ALCALA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1819
2024-10-15 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-1118-1120;Compensación voluntaria;900.556.100-1 - AGI Ambiental S.A.S.;900.556.100-1 - AGI Ambiental S.A.S.;3
2024-10-10 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2194846-2198900;Impuesto al Carbono;900.088.915-7 - Empresa Aérea de Servicios y Facilitación Logística Integral S.A.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;4055
2024-10-09 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2185758-2194144;Impuesto al Carbono;830.112.215-9 - WORLD FUEL SERVICES COMPANY;830.112.215-9 - WORLD FUEL SERVICES COMPANY;8387
2024-10-09 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2194145-2194695;Compensación voluntaria;819.004.116-5 - ELOGIA SOLUCIONES  LOGÍSTICAS S.A.S;819.004.116-5 - ELOGIA SOLUCIONES  LOGÍSTICAS S.A.S;551
2024-10-09 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2194696-2194699;Compensación voluntaria;900.771.059-6 - IMI INGENIERIA MONTAJES Y MANTENIMIENTO INDUSTRIAL S.A.S;900.771.059-6 - IMI INGENIERIA MONTAJES Y MANTENIMIENTO INDUSTRIAL S.A.S;4
2024-10-09 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2194700-2194845;Compensación voluntaria;900.294.208-0 - CONSORCIO DIA S.A.;900.294.208-0 - CONSORCIO DIA S.A.;146
2024-10-08 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2185350-2185756;Impuesto al Carbono;860.009.808-5 - HOLCIM COLOMBIA S A;860.002.554-8 - PRIMAX COLOMBIA SA;407
2024-10-08 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2185757-2185757;Compensación voluntaria;1.014.227.317-7 - LIZETH NATALIA TORRES SILVA;1.014.227.317-7 - LIZETH NATALIA TORRES SILVA;1
2024-10-07 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2181604-2182779;Impuesto al Carbono;800.185.306-4 - COLVANES SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;1176
2024-10-07 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2182780-2183752;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;900.047.822-5 - PETROBRAS COLOMBIA COMBUSTIBLES SA;973
2024-10-07 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2183753-2184199;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;447
2024-10-07 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2184200-2185111;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;912
2024-10-07 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2185112-2185349;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;238
2024-10-04 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2176604-2181603;Compensación voluntaria;800.037.800-8 - BANCO AGRARIO DE COLOMBIA;800.037.800-8 - BANCO AGRARIO DE COLOMBIA;5000
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-24007-30956;Compensación voluntaria;901.648.202-1 - ENLAZA GRUPO ENERGIA BOGOTÁ SAS ESP;901.648.202-1 - ENLAZA GRUPO ENERGIA BOGOTÁ SAS ESP;6950
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-30957-31378;Compensación voluntaria;860.000.018-2 - Agencia de Viajes y turismo Aviatur SAS;860.000.018-2 - Agencia de Viajes y turismo Aviatur SAS;422
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2170141-2171289;Impuesto al Carbono;890.906.033-1 - COOPERATIVA DE TRANSPORTADORES SAN ANTONIO - COOTRASANA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1149
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2171290-2171362;Impuesto al Carbono;890.400.442-8 - UNITRANSCO S.A.;860.002.554-8 - PRIMAX COLOMBIA SA;73
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2171363-2171762;Impuesto al Carbono;890.100.531-8 - EXPRESO BRASILIA S.A.;860.002.554-8 - PRIMAX COLOMBIA SA;400
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2171763-2171917;Impuesto al Carbono;890.100.531-8 - EXPRESO BRASILIA S.A.;860.002.554-8 - PRIMAX COLOMBIA SA;155
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2171918-2172118;Impuesto al Carbono;890.100.531-8 - EXPRESO BRASILIA S.A.;860.002.554-8 - PRIMAX COLOMBIA SA;201
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2172119-2172440;Impuesto al Carbono;890.100.531-8 - EXPRESO BRASILIA S.A.;811.043.174-1 - ZEUSS SAS;322
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2172441-2172514;Impuesto al Carbono;890.100.531-8 - EXPRESO BRASILIA S.A.;860.005.223-9 - CHEVRON PETROLEUM COMPANY;74
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2172515-2173195;Impuesto al Carbono;21.482.763 - LILIANA MONTOYA CLAVIJO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;681
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2173196-2173592;Impuesto al Carbono;811.003.004-5 - INVERSIONES SIDERENSE SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;397
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2173593-2174086;Impuesto al Carbono;900.814.383-4 - INVERSIONES DITAIRES SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;494
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2174087-2175431;Impuesto al Carbono;900.310.074-1 - ANTIOQUEÑA DE COMBUSTIBLES SAS;811.043.174-1 - ZEUSS SAS;1345
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2175432-2175594;Impuesto al Carbono;830.504.050-3 - TALLERES OCCIDENTAL SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;163
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2175595-2176334;Impuesto al Carbono;901.561.156-5 - INVERSIONES PARQUE OLAYA SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;740
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2176335-2176562;Impuesto al Carbono;900.013.269-5 - BUS BENZ SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;228
2024-10-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2176563-2176603;Impuesto al Carbono;813.004.069-5 - INVERSIONES COOMOTOR S.A.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;41
2024-10-02 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2170104-2170140;Impuesto al Carbono;890.400.442-8 - UNITRANSCO S.A.;860.005.223-9 - CHEVRON PETROLEUM COMPANY;37
2024-10-01 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2169901-2170103;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;203
2024-09-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-22760-24006;Compensación voluntaria;860.075.558-1 - UNIVERSIDAD DE LA SABANA;860.075.558-1 - UNIVERSIDAD DE LA SABANA;1247
2024-09-27 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-22553-22759;Compensación voluntaria;900.209.000-4 - MAPLE OIL TOOLS S.A.S;900.209.000-4 - MAPLE OIL TOOLS S.A.S;207
2024-09-25 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2168394-2169748;Impuesto al Carbono;891.300.237-9 - INGENIO DEL CAUCA  S.A.S;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1355
2024-09-25 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2169749-2169900;Impuesto al Carbono;860.062.581-3 - UNIÓN ANDINA DE  TRANSPORTES SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;152
2024-09-25 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-20807-21802;Compensación voluntaria;813.000.008-8 - ATP INGENIERIA SAS;813.000.008-8 - ATP INGENIERIA SAS;996
2024-09-25 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-21803-22552;Compensación voluntaria;860.026.058-1 - UNIVERSIDAD EAN;860.026.058-1 - UNIVERSIDAD EAN;750
2024-09-24 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-20771-20806;Compensación voluntaria;900.534.711-5 - TITAN PLAZA CENTRO COMERCIAL Y EMPRESARIAL - PROPIEDAD HORIZONTAL;900.534.711-5 - TITAN PLAZA CENTRO COMERCIAL Y EMPRESARIAL - PROPIEDAD HORIZONTAL;36
2024-09-23 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-2163330-2168393;Impuesto al Carbono;901.160.786-4 - DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS;901.160.786-4 - DISTRIBUIDORA DE COMBUSTIBLES DISCOM SAS;5064
2024-09-23 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-19187-20770;Compensación voluntaria;890.801.167-8 - INDUSTRIA LICORERA DE CALDAS;890.801.167-8 - INDUSTRIA LICORERA DE CALDAS;1584
2024-09-20 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1976578-2163329;Impuesto al Carbono;860.002.554-8 - PRIMAX COLOMBIA SA;860.002.554-8 - PRIMAX COLOMBIA SA;186752
2024-09-18 0:00:00;Proyecto Forestal CO2Cero Caribe;2019;COLCX-14-0006-2019;COLCX-14-0006-2019-22414-31251;Impuesto al Carbono;900.491.889-0 - MASSER S A S;830.095.213-0 - ORGANIZACIÓN TERPEL SA;8838
2024-09-18 0:00:00;Proyecto Forestal CO2Cero Caribe;2020;COLCX-14-0006-2020;COLCX-14-0006-2020-06828-18556;Impuesto al Carbono;900.491.889-0 - MASSER S A S;830.095.213-0 - ORGANIZACIÓN TERPEL SA;11729
2024-09-17 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1968289-1976577;Impuesto al Carbono;830.112.215-9 - WORLD FUEL SERVICES COMPANY;830.112.215-9 - WORLD FUEL SERVICES COMPANY;8289
2024-09-10 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1957674-1959018;Impuesto al Carbono;900.310.074-1 - ANTIOQUEÑA DE COMBUSTIBLES SAS;811.043.174-1 - ZEUSS SAS;1345
2024-09-10 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1959019-1967884;Impuesto al Carbono;901.065.873-0 - PLUS + ENERGY S.A.S;901.065.873-0 - PLUS + ENERGY S.A.S;8866
2024-09-10 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1967885-1968210;Impuesto al Carbono;860.009.808-5 - HOLCIM COLOMBIA S A;860.002.554-8 - PRIMAX COLOMBIA SA;326
2024-09-10 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1968211-1968245;Impuesto al Carbono;800.180.943-3 - SERVICIO AEREO DE CAPURGANA - SEARCA S.A;860.005.223-9 - CHEVRON PETROLEUM COMPANY;35
2024-09-10 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1968246-1968288;Impuesto al Carbono;800.180.943-3 - SERVICIO AEREO DE CAPURGANA - SEARCA S.A;860.005.223-9 - CHEVRON PETROLEUM COMPANY;43
2024-09-05 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1951677-1951950;Impuesto al Carbono;800.185.306-4 - COLVANES SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;274
2024-09-05 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1951951-1952558;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;900.047.822-5 - PETROBRAS COLOMBIA COMBUSTIBLES SA;608
2024-09-05 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1952559-1953369;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;811
2024-09-05 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1953370-1953770;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;401
2024-09-05 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1953771-1953973;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;819.001.667-8 - PETROLEOS DEL MILENIO SAS;203
2024-09-05 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1953974-1957673;Impuesto al Carbono;800.203.642-2 - SAAM TOWAGE;830.095.213-0 - ORGANIZACIÓN TERPEL SA;3700
2024-09-05 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2020;COLCX-14-0040-2020;COLCX-14-0040-2020-120001-120054;Compensación voluntaria;900.730.700-4 - CARPORT COLOMBIA S.A.S.;900.730.700-4 - CARPORT COLOMBIA S.A.S.;54
2024-09-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1951293-1951376;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;84
2024-09-03 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1951377-1951676;Compensación voluntaria;800.003.675-7 - DISEÑOS Y CONSTRUCCIONES S.A.S;800.003.675-7 - DISEÑOS Y CONSTRUCCIONES S.A.S;300
2024-09-03 0:00:00;Carbono Sombrilla Abejorral;2015;COLCX-14-0001-2015;COLCX-14-0001-2015-8443-8592;Compensación voluntaria;800.003.675-7 - DISEÑOS Y CONSTRUCCIONES S.A.S;800.003.675-7 - DISEÑOS Y CONSTRUCCIONES S.A.S;150
2024-09-02 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1950074-1950379;Impuesto al Carbono;890.100.531-8 - EXPRESO BRASILIA S.A.;811.043.174-1 - ZEUSS SAS;306
2024-09-02 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1950380-1950464;Impuesto al Carbono;890.100.531-8 - EXPRESO BRASILIA S.A.;860.005.223-9 - CHEVRON PETROLEUM COMPANY;85
2024-09-02 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1950465-1950610;Impuesto al Carbono;890.100.531-8 - EXPRESO BRASILIA S.A.;860.002.554-8 - PRIMAX COLOMBIA SA;146
2024-09-02 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1950611-1950998;Impuesto al Carbono;890.100.531-8 - EXPRESO BRASILIA S.A.;860.002.554-8 - PRIMAX COLOMBIA SA;388
2024-09-02 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1950999-1951183;Impuesto al Carbono;890.100.531-8 - EXPRESO BRASILIA S.A.;860.002.554-8 - PRIMAX COLOMBIA SA;185
2024-09-02 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1951184-1951220;Impuesto al Carbono;890.400.442-8 - UNITRANSCO S.A.;860.005.223-9 - CHEVRON PETROLEUM COMPANY;37
2024-09-02 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1951221-1951292;Impuesto al Carbono;890.400.442-8 - UNITRANSCO S.A.;860.002.554-8 - PRIMAX COLOMBIA SA;72
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-18993-19041;Compensación voluntaria;900.824.498-5 - HABITUS CONSTRUCCIONES SAS;900.824.498-5 - HABITUS CONSTRUCCIONES SAS;49
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-19042-19186;Compensación voluntaria;900.824.498-5 - HABITUS CONSTRUCCIONES SAS;900.824.498-5 - HABITUS CONSTRUCCIONES SAS;145
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1943457-1944098;Impuesto al Carbono;890.908.096-4 - INVERSIONES FLORENCIA SA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;642
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1944099-1944495;Impuesto al Carbono;811.003.004-5 - INVERSIONES SIDERENSE SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;397
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1944496-1946608;Impuesto al Carbono;813.004.069-5 - INVERSIONES COOMOTOR S.A.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2113
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1946609-1947102;Impuesto al Carbono;900.814.383-4 - INVERSIONES DITAIRES SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;494
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1947103-1947330;Impuesto al Carbono;900.013.269-5 - BUS BENZ SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;228
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1947331-1948011;Impuesto al Carbono;21.482.763 - LILIANA MONTOYA CLAVIJO;830.095.213-0 - ORGANIZACIÓN TERPEL SA;681
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1948012-1948569;Impuesto al Carbono;890.906.033-1 - COOPERATIVA DE TRANSPORTADORES SAN ANTONIO - COOTRASANA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;558
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1948570-1949160;Impuesto al Carbono;890.906.033-1 - COOPERATIVA DE TRANSPORTADORES SAN ANTONIO - COOTRASANA;830.095.213-0 - ORGANIZACIÓN TERPEL SA;591
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1949161-1949900;Impuesto al Carbono;901.561.156-5 - INVERSIONES PARQUE OLAYA SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;740
2024-08-30 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1949901-1950073;Impuesto al Carbono;830.504.050-3 - TALLERES OCCIDENTAL SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;173
2024-08-30 0:00:00;Carbono Sombrilla Abejorral;2014;COLCX-14-0001-2014;COLCX-14-0001-2014-6995-7051;Compensación voluntaria;816.006.697-0 - VEHICULOS DEL CAFE S.A.S;816.006.697-0 - VEHICULOS DEL CAFE S.A.S;57
2024-08-30 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-1110-1117;Compensación voluntaria;900.556.100-1 - AGI Ambiental S.A.S.;900.556.100-1 - AGI Ambiental S.A.S.;8
2024-08-29 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1943455-1943456;Compensación voluntaria;890.309.152-9 - INNOVATECH E.I.C.E.;890.309.152-9 - INNOVATECH E.I.C.E.;2
2024-08-23 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1943340-1943454;Compensación voluntaria;900.209.807-0 - SLA COL S A S;900.209.807-0 - SLA COL S A S;115
2024-08-21 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1698900-1943339;Impuesto al Carbono;860.002.554-8 - PRIMAX COLOMBIA SA;860.002.554-8 - PRIMAX COLOMBIA SA;244440
2024-08-16 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2019;COLCX-14-0040-2019;COLCX-14-0040-2019-1698894-1698899;Compensación voluntaria;811.020.344-6 - HELISTAR SAS;811.020.344-6 - HELISTAR SAS;6
2024-08-16 0:00:00;Carbono Sombrilla Abejorral;2019;COLCX-14-0001-2019;COLCX-14-0001-2019-04502-10617;Impuesto al Carbono;900.491.889-0 - MASSER S A S;830.095.213-0 - ORGANIZACIÓN TERPEL SA;6116
2024-08-16 0:00:00;Carbono Sombrilla Abejorral;2020;COLCX-14-0001-2020;COLCX-14-0001-2020-00001-10975;Impuesto al Carbono;900.491.889-0 - MASSER S A S;830.095.213-0 - ORGANIZACIÓN TERPEL SA;10975
2024-08-16 0:00:00;Carbono Sombrilla Abejorral;2021;COLCX-14-0001-2021;COLCX-14-0001-2021-00001-10949;Impuesto al Carbono;900.491.889-0 - MASSER S A S;830.095.213-0 - ORGANIZACIÓN TERPEL SA;10949
2024-08-16 0:00:00;Carbono Sombrilla Abejorral;2022;COLCX-14-0001-2022;COLCX-14-0001-2022-0001-4634;Impuesto al Carbono;900.491.889-0 - MASSER S A S;830.095.213-0 - ORGANIZACIÓN TERPEL SA;4634
2024-08-15 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-17585-17586;Compensación voluntaria;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;2
2024-08-15 10:05:21;Planeta Agradecido con el Resguardo Indígena CMARI;2018;COLCX-14-0040-2018;COLCX-14-0040-2018-17587-17590;Compensación voluntaria;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;4
